image,volumn,label
train_set/1632\1632.png,train_set/1632\1632.pt,0
train_set/1633\1633.png,train_set/1633\1633.pt,0
train_set/1634\1634.png,train_set/1634\1634.pt,0
train_set/1635\1635.png,train_set/1635\1635.pt,0
train_set/1636\1636.png,train_set/1636\1636.pt,0
train_set/1637\1637.png,train_set/1637\1637.pt,0
train_set/1638\1638.png,train_set/1638\1638.pt,0
train_set/1639\1639.png,train_set/1639\1639.pt,0
train_set/1640\1640.png,train_set/1640\1640.pt,0
train_set/1641\1641.png,train_set/1641\1641.pt,0
train_set/1642\1642.png,train_set/1642\1642.pt,0
train_set/1643\1643.png,train_set/1643\1643.pt,0
train_set/1644\1644.png,train_set/1644\1644.pt,0
train_set/1645\1645.png,train_set/1645\1645.pt,0
train_set/1646\1646.png,train_set/1646\1646.pt,0
train_set/1647\1647.png,train_set/1647\1647.pt,0
train_set/1648\1648.png,train_set/1648\1648.pt,0
train_set/1649\1649.png,train_set/1649\1649.pt,0
train_set/1650\1650.png,train_set/1650\1650.pt,0
train_set/1651\1651.png,train_set/1651\1651.pt,0
train_set/1652\1652.png,train_set/1652\1652.pt,0
train_set/1653\1653.png,train_set/1653\1653.pt,0
train_set/1654\1654.png,train_set/1654\1654.pt,0
train_set/1655\1655.png,train_set/1655\1655.pt,0
train_set/1656\1656.png,train_set/1656\1656.pt,0
train_set/1657\1657.png,train_set/1657\1657.pt,0
train_set/1658\1658.png,train_set/1658\1658.pt,0
train_set/1659\1659.png,train_set/1659\1659.pt,0
train_set/1660\1660.png,train_set/1660\1660.pt,0
train_set/1661\1661.png,train_set/1661\1661.pt,0
train_set/1662\1662.png,train_set/1662\1662.pt,0
train_set/1663\1663.png,train_set/1663\1663.pt,0
train_set/1664\1664.png,train_set/1664\1664.pt,0
train_set/1665\1665.png,train_set/1665\1665.pt,0
train_set/1666\1666.png,train_set/1666\1666.pt,0
train_set/1667\1667.png,train_set/1667\1667.pt,0
train_set/1668\1668.png,train_set/1668\1668.pt,0
train_set/1669\1669.png,train_set/1669\1669.pt,0
train_set/1670\1670.png,train_set/1670\1670.pt,0
train_set/1671\1671.png,train_set/1671\1671.pt,0
train_set/1672\1672.png,train_set/1672\1672.pt,0
train_set/1673\1673.png,train_set/1673\1673.pt,0
train_set/1674\1674.png,train_set/1674\1674.pt,0
train_set/1675\1675.png,train_set/1675\1675.pt,0
train_set/1676\1676.png,train_set/1676\1676.pt,0
train_set/1677\1677.png,train_set/1677\1677.pt,0
train_set/1678\1678.png,train_set/1678\1678.pt,0
train_set/1679\1679.png,train_set/1679\1679.pt,0
train_set/1680\1680.png,train_set/1680\1680.pt,0
train_set/1681\1681.png,train_set/1681\1681.pt,0
train_set/1682\1682.png,train_set/1682\1682.pt,0
train_set/1683\1683.png,train_set/1683\1683.pt,0
train_set/1684\1684.png,train_set/1684\1684.pt,0
train_set/1685\1685.png,train_set/1685\1685.pt,0
train_set/1686\1686.png,train_set/1686\1686.pt,0
train_set/1687\1687.png,train_set/1687\1687.pt,0
train_set/1688\1688.png,train_set/1688\1688.pt,0
train_set/1689\1689.png,train_set/1689\1689.pt,0
train_set/1690\1690.png,train_set/1690\1690.pt,0
train_set/1691\1691.png,train_set/1691\1691.pt,0
train_set/1692\1692.png,train_set/1692\1692.pt,0
train_set/1693\1693.png,train_set/1693\1693.pt,0
train_set/1694\1694.png,train_set/1694\1694.pt,0
train_set/1695\1695.png,train_set/1695\1695.pt,0
train_set/1696\1696.png,train_set/1696\1696.pt,0
train_set/1697\1697.png,train_set/1697\1697.pt,0
train_set/1698\1698.png,train_set/1698\1698.pt,0
train_set/1699\1699.png,train_set/1699\1699.pt,0
train_set/1700\1700.png,train_set/1700\1700.pt,0
train_set/1701\1701.png,train_set/1701\1701.pt,0
train_set/1702\1702.png,train_set/1702\1702.pt,0
train_set/1703\1703.png,train_set/1703\1703.pt,0
train_set/1704\1704.png,train_set/1704\1704.pt,0
train_set/1705\1705.png,train_set/1705\1705.pt,0
train_set/1706\1706.png,train_set/1706\1706.pt,0
train_set/1707\1707.png,train_set/1707\1707.pt,0
train_set/1708\1708.png,train_set/1708\1708.pt,0
train_set/1709\1709.png,train_set/1709\1709.pt,0
train_set/1710\1710.png,train_set/1710\1710.pt,0
train_set/1711\1711.png,train_set/1711\1711.pt,0
train_set/1712\1712.png,train_set/1712\1712.pt,0
train_set/1713\1713.png,train_set/1713\1713.pt,0
train_set/1714\1714.png,train_set/1714\1714.pt,0
train_set/1715\1715.png,train_set/1715\1715.pt,0
train_set/1716\1716.png,train_set/1716\1716.pt,0
train_set/1717\1717.png,train_set/1717\1717.pt,0
train_set/1718\1718.png,train_set/1718\1718.pt,0
train_set/1719\1719.png,train_set/1719\1719.pt,0
train_set/1720\1720.png,train_set/1720\1720.pt,0
train_set/1721\1721.png,train_set/1721\1721.pt,0
train_set/1722\1722.png,train_set/1722\1722.pt,0
train_set/1723\1723.png,train_set/1723\1723.pt,0
train_set/1724\1724.png,train_set/1724\1724.pt,0
train_set/1725\1725.png,train_set/1725\1725.pt,0
train_set/1726\1726.png,train_set/1726\1726.pt,0
train_set/1727\1727.png,train_set/1727\1727.pt,0
train_set/1728\1728.png,train_set/1728\1728.pt,0
train_set/1729\1729.png,train_set/1729\1729.pt,0
train_set/1730\1730.png,train_set/1730\1730.pt,0
train_set/1731\1731.png,train_set/1731\1731.pt,0
train_set/1732\1732.png,train_set/1732\1732.pt,0
train_set/1733\1733.png,train_set/1733\1733.pt,0
train_set/1734\1734.png,train_set/1734\1734.pt,0
train_set/1735\1735.png,train_set/1735\1735.pt,0
train_set/1736\1736.png,train_set/1736\1736.pt,0
train_set/1737\1737.png,train_set/1737\1737.pt,0
train_set/1738\1738.png,train_set/1738\1738.pt,0
train_set/1739\1739.png,train_set/1739\1739.pt,0
train_set/1740\1740.png,train_set/1740\1740.pt,0
train_set/1741\1741.png,train_set/1741\1741.pt,0
train_set/1742\1742.png,train_set/1742\1742.pt,0
train_set/1743\1743.png,train_set/1743\1743.pt,0
train_set/1744\1744.png,train_set/1744\1744.pt,0
train_set/1745\1745.png,train_set/1745\1745.pt,0
train_set/1746\1746.png,train_set/1746\1746.pt,0
train_set/1747\1747.png,train_set/1747\1747.pt,0
train_set/1748\1748.png,train_set/1748\1748.pt,0
train_set/1749\1749.png,train_set/1749\1749.pt,0
train_set/1750\1750.png,train_set/1750\1750.pt,0
train_set/1751\1751.png,train_set/1751\1751.pt,0
train_set/1752\1752.png,train_set/1752\1752.pt,0
train_set/1753\1753.png,train_set/1753\1753.pt,0
train_set/1754\1754.png,train_set/1754\1754.pt,0
train_set/1755\1755.png,train_set/1755\1755.pt,0
train_set/1756\1756.png,train_set/1756\1756.pt,0
train_set/1757\1757.png,train_set/1757\1757.pt,0
train_set/1758\1758.png,train_set/1758\1758.pt,0
train_set/1759\1759.png,train_set/1759\1759.pt,0
train_set/1760\1760.png,train_set/1760\1760.pt,0
train_set/1761\1761.png,train_set/1761\1761.pt,0
train_set/1762\1762.png,train_set/1762\1762.pt,0
train_set/1763\1763.png,train_set/1763\1763.pt,0
train_set/1764\1764.png,train_set/1764\1764.pt,0
train_set/1765\1765.png,train_set/1765\1765.pt,0
train_set/1766\1766.png,train_set/1766\1766.pt,0
train_set/1767\1767.png,train_set/1767\1767.pt,0
train_set/1768\1768.png,train_set/1768\1768.pt,0
train_set/1769\1769.png,train_set/1769\1769.pt,0
train_set/1770\1770.png,train_set/1770\1770.pt,0
train_set/1771\1771.png,train_set/1771\1771.pt,0
train_set/1772\1772.png,train_set/1772\1772.pt,0
train_set/1773\1773.png,train_set/1773\1773.pt,0
train_set/1774\1774.png,train_set/1774\1774.pt,0
train_set/1775\1775.png,train_set/1775\1775.pt,0
train_set/1776\1776.png,train_set/1776\1776.pt,0
train_set/1777\1777.png,train_set/1777\1777.pt,0
train_set/1778\1778.png,train_set/1778\1778.pt,0
train_set/1779\1779.png,train_set/1779\1779.pt,0
train_set/1780\1780.png,train_set/1780\1780.pt,0
train_set/1781\1781.png,train_set/1781\1781.pt,0
train_set/1782\1782.png,train_set/1782\1782.pt,0
train_set/1783\1783.png,train_set/1783\1783.pt,0
train_set/1784\1784.png,train_set/1784\1784.pt,0
train_set/1785\1785.png,train_set/1785\1785.pt,0
train_set/1786\1786.png,train_set/1786\1786.pt,0
train_set/1787\1787.png,train_set/1787\1787.pt,0
train_set/1788\1788.png,train_set/1788\1788.pt,0
train_set/1789\1789.png,train_set/1789\1789.pt,0
train_set/1790\1790.png,train_set/1790\1790.pt,0
train_set/1791\1791.png,train_set/1791\1791.pt,0
train_set/1792\1792.png,train_set/1792\1792.pt,0
train_set/1793\1793.png,train_set/1793\1793.pt,0
train_set/1794\1794.png,train_set/1794\1794.pt,0
train_set/1795\1795.png,train_set/1795\1795.pt,0
train_set/1796\1796.png,train_set/1796\1796.pt,0
train_set/1797\1797.png,train_set/1797\1797.pt,0
train_set/1798\1798.png,train_set/1798\1798.pt,0
train_set/1799\1799.png,train_set/1799\1799.pt,0
train_set/1800\1800.png,train_set/1800\1800.pt,0
train_set/1801\1801.png,train_set/1801\1801.pt,0
train_set/1802\1802.png,train_set/1802\1802.pt,0
train_set/1803\1803.png,train_set/1803\1803.pt,0
train_set/1804\1804.png,train_set/1804\1804.pt,0
train_set/1805\1805.png,train_set/1805\1805.pt,0
train_set/1806\1806.png,train_set/1806\1806.pt,0
train_set/1807\1807.png,train_set/1807\1807.pt,0
train_set/1808\1808.png,train_set/1808\1808.pt,0
train_set/1809\1809.png,train_set/1809\1809.pt,0
train_set/1810\1810.png,train_set/1810\1810.pt,0
train_set/1811\1811.png,train_set/1811\1811.pt,0
train_set/1812\1812.png,train_set/1812\1812.pt,0
train_set/1813\1813.png,train_set/1813\1813.pt,0
train_set/1814\1814.png,train_set/1814\1814.pt,0
train_set/1815\1815.png,train_set/1815\1815.pt,0
train_set/1816\1816.png,train_set/1816\1816.pt,0
train_set/1817\1817.png,train_set/1817\1817.pt,0
train_set/1818\1818.png,train_set/1818\1818.pt,0
train_set/1819\1819.png,train_set/1819\1819.pt,0
train_set/1820\1820.png,train_set/1820\1820.pt,0
train_set/1821\1821.png,train_set/1821\1821.pt,0
train_set/1822\1822.png,train_set/1822\1822.pt,0
train_set/1823\1823.png,train_set/1823\1823.pt,0
train_set/1824\1824.png,train_set/1824\1824.pt,0
train_set/1825\1825.png,train_set/1825\1825.pt,0
train_set/1826\1826.png,train_set/1826\1826.pt,0
train_set/1827\1827.png,train_set/1827\1827.pt,0
train_set/1828\1828.png,train_set/1828\1828.pt,0
train_set/1829\1829.png,train_set/1829\1829.pt,0
train_set/1830\1830.png,train_set/1830\1830.pt,0
train_set/1831\1831.png,train_set/1831\1831.pt,0
train_set/1832\1832.png,train_set/1832\1832.pt,0
train_set/1833\1833.png,train_set/1833\1833.pt,0
train_set/1834\1834.png,train_set/1834\1834.pt,0
train_set/1835\1835.png,train_set/1835\1835.pt,0
train_set/1836\1836.png,train_set/1836\1836.pt,0
train_set/1837\1837.png,train_set/1837\1837.pt,0
train_set/1838\1838.png,train_set/1838\1838.pt,0
train_set/1839\1839.png,train_set/1839\1839.pt,0
train_set/1840\1840.png,train_set/1840\1840.pt,0
train_set/1841\1841.png,train_set/1841\1841.pt,0
train_set/1842\1842.png,train_set/1842\1842.pt,0
train_set/1843\1843.png,train_set/1843\1843.pt,0
train_set/1844\1844.png,train_set/1844\1844.pt,0
train_set/1845\1845.png,train_set/1845\1845.pt,0
train_set/1846\1846.png,train_set/1846\1846.pt,0
train_set/1847\1847.png,train_set/1847\1847.pt,0
train_set/1848\1848.png,train_set/1848\1848.pt,0
train_set/1849\1849.png,train_set/1849\1849.pt,0
train_set/1850\1850.png,train_set/1850\1850.pt,0
train_set/1851\1851.png,train_set/1851\1851.pt,0
train_set/1852\1852.png,train_set/1852\1852.pt,0
train_set/1853\1853.png,train_set/1853\1853.pt,0
train_set/1854\1854.png,train_set/1854\1854.pt,0
train_set/1855\1855.png,train_set/1855\1855.pt,0
train_set/1856\1856.png,train_set/1856\1856.pt,0
train_set/1857\1857.png,train_set/1857\1857.pt,0
train_set/1858\1858.png,train_set/1858\1858.pt,0
train_set/1859\1859.png,train_set/1859\1859.pt,0
train_set/1860\1860.png,train_set/1860\1860.pt,0
train_set/1861\1861.png,train_set/1861\1861.pt,0
train_set/1862\1862.png,train_set/1862\1862.pt,0
train_set/1863\1863.png,train_set/1863\1863.pt,0
train_set/1864\1864.png,train_set/1864\1864.pt,0
train_set/1865\1865.png,train_set/1865\1865.pt,0
train_set/1866\1866.png,train_set/1866\1866.pt,0
train_set/1867\1867.png,train_set/1867\1867.pt,0
train_set/1868\1868.png,train_set/1868\1868.pt,0
train_set/1869\1869.png,train_set/1869\1869.pt,0
train_set/1870\1870.png,train_set/1870\1870.pt,0
train_set/1871\1871.png,train_set/1871\1871.pt,0
train_set/1872\1872.png,train_set/1872\1872.pt,0
train_set/1873\1873.png,train_set/1873\1873.pt,0
train_set/1874\1874.png,train_set/1874\1874.pt,0
train_set/1875\1875.png,train_set/1875\1875.pt,0
train_set/1876\1876.png,train_set/1876\1876.pt,0
train_set/1877\1877.png,train_set/1877\1877.pt,0
train_set/1878\1878.png,train_set/1878\1878.pt,0
train_set/1879\1879.png,train_set/1879\1879.pt,0
train_set/1880\1880.png,train_set/1880\1880.pt,0
train_set/1881\1881.png,train_set/1881\1881.pt,0
train_set/1882\1882.png,train_set/1882\1882.pt,0
train_set/1883\1883.png,train_set/1883\1883.pt,0
train_set/1884\1884.png,train_set/1884\1884.pt,0
train_set/1885\1885.png,train_set/1885\1885.pt,0
train_set/1886\1886.png,train_set/1886\1886.pt,0
train_set/1887\1887.png,train_set/1887\1887.pt,0
train_set/1888\1888.png,train_set/1888\1888.pt,0
train_set/1889\1889.png,train_set/1889\1889.pt,0
train_set/1890\1890.png,train_set/1890\1890.pt,0
train_set/1891\1891.png,train_set/1891\1891.pt,0
train_set/1892\1892.png,train_set/1892\1892.pt,0
train_set/1893\1893.png,train_set/1893\1893.pt,0
train_set/1894\1894.png,train_set/1894\1894.pt,0
train_set/1895\1895.png,train_set/1895\1895.pt,0
train_set/1896\1896.png,train_set/1896\1896.pt,0
train_set/1897\1897.png,train_set/1897\1897.pt,0
train_set/1898\1898.png,train_set/1898\1898.pt,0
train_set/1899\1899.png,train_set/1899\1899.pt,0
train_set/1900\1900.png,train_set/1900\1900.pt,0
train_set/1901\1901.png,train_set/1901\1901.pt,0
train_set/1902\1902.png,train_set/1902\1902.pt,0
train_set/1903\1903.png,train_set/1903\1903.pt,0
train_set/1904\1904.png,train_set/1904\1904.pt,0
train_set/1905\1905.png,train_set/1905\1905.pt,0
train_set/1906\1906.png,train_set/1906\1906.pt,0
train_set/1907\1907.png,train_set/1907\1907.pt,0
train_set/1908\1908.png,train_set/1908\1908.pt,0
train_set/1909\1909.png,train_set/1909\1909.pt,0
train_set/1910\1910.png,train_set/1910\1910.pt,0
train_set/1911\1911.png,train_set/1911\1911.pt,0
train_set/1912\1912.png,train_set/1912\1912.pt,0
train_set/1913\1913.png,train_set/1913\1913.pt,0
train_set/1914\1914.png,train_set/1914\1914.pt,0
train_set/1915\1915.png,train_set/1915\1915.pt,0
train_set/1916\1916.png,train_set/1916\1916.pt,0
train_set/1917\1917.png,train_set/1917\1917.pt,0
train_set/1918\1918.png,train_set/1918\1918.pt,0
train_set/1919\1919.png,train_set/1919\1919.pt,0
train_set/1920\1920.png,train_set/1920\1920.pt,0
train_set/1921\1921.png,train_set/1921\1921.pt,0
train_set/1922\1922.png,train_set/1922\1922.pt,0
train_set/1923\1923.png,train_set/1923\1923.pt,0
train_set/1924\1924.png,train_set/1924\1924.pt,0
train_set/1925\1925.png,train_set/1925\1925.pt,0
train_set/1926\1926.png,train_set/1926\1926.pt,0
train_set/1927\1927.png,train_set/1927\1927.pt,0
train_set/1928\1928.png,train_set/1928\1928.pt,0
train_set/1929\1929.png,train_set/1929\1929.pt,0
train_set/1930\1930.png,train_set/1930\1930.pt,0
train_set/1931\1931.png,train_set/1931\1931.pt,0
train_set/1932\1932.png,train_set/1932\1932.pt,0
train_set/1933\1933.png,train_set/1933\1933.pt,0
train_set/1934\1934.png,train_set/1934\1934.pt,0
train_set/1935\1935.png,train_set/1935\1935.pt,0
train_set/1936\1936.png,train_set/1936\1936.pt,0
train_set/1937\1937.png,train_set/1937\1937.pt,0
train_set/1938\1938.png,train_set/1938\1938.pt,0
train_set/1939\1939.png,train_set/1939\1939.pt,0
train_set/1940\1940.png,train_set/1940\1940.pt,0
train_set/1941\1941.png,train_set/1941\1941.pt,0
train_set/1942\1942.png,train_set/1942\1942.pt,0
train_set/1943\1943.png,train_set/1943\1943.pt,0
train_set/1944\1944.png,train_set/1944\1944.pt,0
train_set/1945\1945.png,train_set/1945\1945.pt,0
train_set/1946\1946.png,train_set/1946\1946.pt,0
train_set/1947\1947.png,train_set/1947\1947.pt,0
train_set/1948\1948.png,train_set/1948\1948.pt,0
train_set/1949\1949.png,train_set/1949\1949.pt,0
train_set/1950\1950.png,train_set/1950\1950.pt,0
train_set/1951\1951.png,train_set/1951\1951.pt,0
train_set/1952\1952.png,train_set/1952\1952.pt,0
train_set/1953\1953.png,train_set/1953\1953.pt,0
train_set/1954\1954.png,train_set/1954\1954.pt,0
train_set/1955\1955.png,train_set/1955\1955.pt,0
train_set/1956\1956.png,train_set/1956\1956.pt,0
train_set/1957\1957.png,train_set/1957\1957.pt,0
train_set/1958\1958.png,train_set/1958\1958.pt,0
train_set/1959\1959.png,train_set/1959\1959.pt,0
train_set/1960\1960.png,train_set/1960\1960.pt,0
train_set/1961\1961.png,train_set/1961\1961.pt,0
train_set/1962\1962.png,train_set/1962\1962.pt,0
train_set/1963\1963.png,train_set/1963\1963.pt,0
train_set/1964\1964.png,train_set/1964\1964.pt,0
train_set/1965\1965.png,train_set/1965\1965.pt,0
train_set/1966\1966.png,train_set/1966\1966.pt,0
train_set/1967\1967.png,train_set/1967\1967.pt,0
train_set/1968\1968.png,train_set/1968\1968.pt,0
train_set/1969\1969.png,train_set/1969\1969.pt,0
train_set/1970\1970.png,train_set/1970\1970.pt,0
train_set/1971\1971.png,train_set/1971\1971.pt,0
train_set/1972\1972.png,train_set/1972\1972.pt,0
train_set/1973\1973.png,train_set/1973\1973.pt,0
train_set/1974\1974.png,train_set/1974\1974.pt,0
train_set/1975\1975.png,train_set/1975\1975.pt,0
train_set/1976\1976.png,train_set/1976\1976.pt,0
train_set/1977\1977.png,train_set/1977\1977.pt,0
train_set/1978\1978.png,train_set/1978\1978.pt,0
train_set/1979\1979.png,train_set/1979\1979.pt,0
train_set/1980\1980.png,train_set/1980\1980.pt,0
train_set/1981\1981.png,train_set/1981\1981.pt,0
train_set/1982\1982.png,train_set/1982\1982.pt,0
train_set/1983\1983.png,train_set/1983\1983.pt,0
train_set/1984\1984.png,train_set/1984\1984.pt,0
train_set/1985\1985.png,train_set/1985\1985.pt,0
train_set/1986\1986.png,train_set/1986\1986.pt,0
train_set/1987\1987.png,train_set/1987\1987.pt,0
train_set/1988\1988.png,train_set/1988\1988.pt,0
train_set/1989\1989.png,train_set/1989\1989.pt,0
train_set/1990\1990.png,train_set/1990\1990.pt,0
train_set/1991\1991.png,train_set/1991\1991.pt,0
train_set/1992\1992.png,train_set/1992\1992.pt,0
train_set/1993\1993.png,train_set/1993\1993.pt,0
train_set/1994\1994.png,train_set/1994\1994.pt,0
train_set/1995\1995.png,train_set/1995\1995.pt,0
train_set/1996\1996.png,train_set/1996\1996.pt,0
train_set/1997\1997.png,train_set/1997\1997.pt,0
train_set/1998\1998.png,train_set/1998\1998.pt,0
train_set/1999\1999.png,train_set/1999\1999.pt,1
train_set/2000\2000.png,train_set/2000\2000.pt,1
train_set/2001\2001.png,train_set/2001\2001.pt,1
train_set/2002\2002.png,train_set/2002\2002.pt,1
train_set/2003\2003.png,train_set/2003\2003.pt,1
train_set/2004\2004.png,train_set/2004\2004.pt,1
train_set/2005\2005.png,train_set/2005\2005.pt,1
train_set/2006\2006.png,train_set/2006\2006.pt,1
train_set/2007\2007.png,train_set/2007\2007.pt,1
train_set/2008\2008.png,train_set/2008\2008.pt,1
train_set/2009\2009.png,train_set/2009\2009.pt,1
train_set/2010\2010.png,train_set/2010\2010.pt,1
train_set/2011\2011.png,train_set/2011\2011.pt,1
train_set/2012\2012.png,train_set/2012\2012.pt,1
train_set/2013\2013.png,train_set/2013\2013.pt,1
train_set/2014\2014.png,train_set/2014\2014.pt,1
train_set/2015\2015.png,train_set/2015\2015.pt,1
train_set/2016\2016.png,train_set/2016\2016.pt,1
train_set/2017\2017.png,train_set/2017\2017.pt,1
train_set/2018\2018.png,train_set/2018\2018.pt,1
train_set/2019\2019.png,train_set/2019\2019.pt,1
train_set/2020\2020.png,train_set/2020\2020.pt,1
train_set/2021\2021.png,train_set/2021\2021.pt,1
train_set/2022\2022.png,train_set/2022\2022.pt,1
train_set/2023\2023.png,train_set/2023\2023.pt,1
train_set/2024\2024.png,train_set/2024\2024.pt,1
train_set/2025\2025.png,train_set/2025\2025.pt,1
train_set/2026\2026.png,train_set/2026\2026.pt,1
train_set/2027\2027.png,train_set/2027\2027.pt,1
train_set/2028\2028.png,train_set/2028\2028.pt,1
train_set/2029\2029.png,train_set/2029\2029.pt,1
train_set/2030\2030.png,train_set/2030\2030.pt,1
train_set/2031\2031.png,train_set/2031\2031.pt,1
train_set/2032\2032.png,train_set/2032\2032.pt,1
train_set/2033\2033.png,train_set/2033\2033.pt,1
train_set/2034\2034.png,train_set/2034\2034.pt,1
train_set/2035\2035.png,train_set/2035\2035.pt,1
train_set/2036\2036.png,train_set/2036\2036.pt,1
train_set/2037\2037.png,train_set/2037\2037.pt,1
train_set/2038\2038.png,train_set/2038\2038.pt,1
train_set/2039\2039.png,train_set/2039\2039.pt,1
train_set/2040\2040.png,train_set/2040\2040.pt,1
train_set/2041\2041.png,train_set/2041\2041.pt,1
train_set/2042\2042.png,train_set/2042\2042.pt,1
train_set/2043\2043.png,train_set/2043\2043.pt,1
train_set/2044\2044.png,train_set/2044\2044.pt,1
train_set/2045\2045.png,train_set/2045\2045.pt,1
train_set/2046\2046.png,train_set/2046\2046.pt,1
train_set/2047\2047.png,train_set/2047\2047.pt,1
train_set/2048\2048.png,train_set/2048\2048.pt,1
train_set/2049\2049.png,train_set/2049\2049.pt,1
train_set/2050\2050.png,train_set/2050\2050.pt,1
train_set/2051\2051.png,train_set/2051\2051.pt,1
train_set/2052\2052.png,train_set/2052\2052.pt,1
train_set/2053\2053.png,train_set/2053\2053.pt,1
train_set/2054\2054.png,train_set/2054\2054.pt,1
train_set/2055\2055.png,train_set/2055\2055.pt,1
train_set/2056\2056.png,train_set/2056\2056.pt,1
train_set/2057\2057.png,train_set/2057\2057.pt,1
train_set/2058\2058.png,train_set/2058\2058.pt,1
train_set/2059\2059.png,train_set/2059\2059.pt,1
train_set/2060\2060.png,train_set/2060\2060.pt,1
train_set/2061\2061.png,train_set/2061\2061.pt,1
train_set/2062\2062.png,train_set/2062\2062.pt,1
train_set/2063\2063.png,train_set/2063\2063.pt,1
train_set/2064\2064.png,train_set/2064\2064.pt,1
train_set/2065\2065.png,train_set/2065\2065.pt,1
train_set/2066\2066.png,train_set/2066\2066.pt,1
train_set/2067\2067.png,train_set/2067\2067.pt,1
train_set/2068\2068.png,train_set/2068\2068.pt,1
train_set/2069\2069.png,train_set/2069\2069.pt,1
train_set/2070\2070.png,train_set/2070\2070.pt,1
train_set/2071\2071.png,train_set/2071\2071.pt,1
train_set/2072\2072.png,train_set/2072\2072.pt,1
train_set/2073\2073.png,train_set/2073\2073.pt,1
train_set/2074\2074.png,train_set/2074\2074.pt,1
train_set/2075\2075.png,train_set/2075\2075.pt,1
train_set/2076\2076.png,train_set/2076\2076.pt,1
train_set/2077\2077.png,train_set/2077\2077.pt,1
train_set/2078\2078.png,train_set/2078\2078.pt,1
train_set/2079\2079.png,train_set/2079\2079.pt,1
train_set/2080\2080.png,train_set/2080\2080.pt,1
train_set/2081\2081.png,train_set/2081\2081.pt,1
train_set/2082\2082.png,train_set/2082\2082.pt,1
train_set/2083\2083.png,train_set/2083\2083.pt,1
train_set/2084\2084.png,train_set/2084\2084.pt,1
train_set/2085\2085.png,train_set/2085\2085.pt,1
train_set/2086\2086.png,train_set/2086\2086.pt,1
train_set/2087\2087.png,train_set/2087\2087.pt,1
train_set/2088\2088.png,train_set/2088\2088.pt,1
train_set/2089\2089.png,train_set/2089\2089.pt,1
train_set/2090\2090.png,train_set/2090\2090.pt,1
train_set/2091\2091.png,train_set/2091\2091.pt,1
train_set/2092\2092.png,train_set/2092\2092.pt,1
train_set/2093\2093.png,train_set/2093\2093.pt,1
train_set/2094\2094.png,train_set/2094\2094.pt,1
train_set/2095\2095.png,train_set/2095\2095.pt,1
train_set/2096\2096.png,train_set/2096\2096.pt,1
train_set/2097\2097.png,train_set/2097\2097.pt,1
train_set/2098\2098.png,train_set/2098\2098.pt,1
train_set/2099\2099.png,train_set/2099\2099.pt,1
train_set/2100\2100.png,train_set/2100\2100.pt,1
train_set/2101\2101.png,train_set/2101\2101.pt,1
train_set/2102\2102.png,train_set/2102\2102.pt,1
train_set/2103\2103.png,train_set/2103\2103.pt,1
train_set/2104\2104.png,train_set/2104\2104.pt,1
train_set/2105\2105.png,train_set/2105\2105.pt,1
train_set/2106\2106.png,train_set/2106\2106.pt,1
train_set/2107\2107.png,train_set/2107\2107.pt,1
train_set/2108\2108.png,train_set/2108\2108.pt,1
train_set/2109\2109.png,train_set/2109\2109.pt,1
train_set/2110\2110.png,train_set/2110\2110.pt,1
train_set/2111\2111.png,train_set/2111\2111.pt,1
train_set/2112\2112.png,train_set/2112\2112.pt,1
train_set/2113\2113.png,train_set/2113\2113.pt,1
train_set/2114\2114.png,train_set/2114\2114.pt,1
train_set/2115\2115.png,train_set/2115\2115.pt,1
train_set/2116\2116.png,train_set/2116\2116.pt,1
train_set/2117\2117.png,train_set/2117\2117.pt,1
train_set/2118\2118.png,train_set/2118\2118.pt,1
train_set/2119\2119.png,train_set/2119\2119.pt,1
train_set/2120\2120.png,train_set/2120\2120.pt,1
train_set/2121\2121.png,train_set/2121\2121.pt,1
train_set/2122\2122.png,train_set/2122\2122.pt,1
train_set/2123\2123.png,train_set/2123\2123.pt,1
train_set/2124\2124.png,train_set/2124\2124.pt,1
train_set/2125\2125.png,train_set/2125\2125.pt,1
train_set/2126\2126.png,train_set/2126\2126.pt,1
train_set/2127\2127.png,train_set/2127\2127.pt,1
train_set/2128\2128.png,train_set/2128\2128.pt,1
train_set/2129\2129.png,train_set/2129\2129.pt,1
train_set/2130\2130.png,train_set/2130\2130.pt,1
train_set/2131\2131.png,train_set/2131\2131.pt,1
train_set/2132\2132.png,train_set/2132\2132.pt,1
train_set/2133\2133.png,train_set/2133\2133.pt,1
train_set/2134\2134.png,train_set/2134\2134.pt,1
train_set/2135\2135.png,train_set/2135\2135.pt,1
train_set/2136\2136.png,train_set/2136\2136.pt,1
train_set/2137\2137.png,train_set/2137\2137.pt,1
train_set/2138\2138.png,train_set/2138\2138.pt,1
train_set/2139\2139.png,train_set/2139\2139.pt,1
train_set/2140\2140.png,train_set/2140\2140.pt,1
train_set/2141\2141.png,train_set/2141\2141.pt,1
train_set/2142\2142.png,train_set/2142\2142.pt,1
train_set/2143\2143.png,train_set/2143\2143.pt,1
train_set/2144\2144.png,train_set/2144\2144.pt,1
train_set/2145\2145.png,train_set/2145\2145.pt,1
train_set/2146\2146.png,train_set/2146\2146.pt,1
train_set/2147\2147.png,train_set/2147\2147.pt,1
train_set/2148\2148.png,train_set/2148\2148.pt,1
train_set/2149\2149.png,train_set/2149\2149.pt,1
